artists,titles,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters,id
Tory Lanez,Question Is,5bhAv8JVLW77s3VjxGt4Q6,0.637,0.579,-7.991,0.157,0.64,0.0,0.237,0.457,80.085,304947.0,0.0,5bhAv8JVLW77s3VjxGt4Q6
Topic,Find You (feat. Jake Reese),64qGiwJq4tO4wrxiY9CWjE,0.651,0.815,-5.87,0.0698,0.0344,7.51e-05,0.118,0.42,109.044,209000.0,6.0,64qGiwJq4tO4wrxiY9CWjE
Ellie Goulding,I Know You Care,0VIVkMQVgHEh4i92FB7cRW,0.434,0.265,-12.381,0.0362,0.974,1.15e-06,0.125,0.281,126.888,206171.0,1.0,0VIVkMQVgHEh4i92FB7cRW
Leonard Cohen,On the Level,6TS236PVi4r5hHAcPikfrk,0.439,0.267,-16.488,0.0868,0.855,0.00177,0.117,0.491,73.574,207680.0,1.0,6TS236PVi4r5hHAcPikfrk
Snavs,For You,1f53bVEyOWG7h6wsCpkNPt,0.58,0.94,-1.977,0.0307,0.0321,0.126,0.155,0.281,98.009,178776.0,6.0,1f53bVEyOWG7h6wsCpkNPt
Pink Floyd,Wish You Were Here,6H2iNAzdJZ7mQXcHrH79tA,0.485,0.23,-17.927,0.0447,0.794,0.00224,0.461,0.301,123.773,324880.0,1.0,6H2iNAzdJZ7mQXcHrH79tA
The Weeknd,"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",5AYD5mHQHXkUuZRDFNyEyi,0.548,0.433,-7.944,0.0333,0.19,0.0,0.163,0.1,120.009,297773.0,6.0,5AYD5mHQHXkUuZRDFNyEyi
AILEE,If You,38O4krdJIyvMIjFRP7u9OY,0.547,0.637,-3.022,0.045,0.528,0.0,0.0997,0.588,80.942,187143.0,6.0,38O4krdJIyvMIjFRP7u9OY
Waterparks,Stupid for You,1N7Aep1OewK9diaN9WbuuR,0.581,0.922,-3.408,0.0666,0.024,0.0,0.202,0.596,118.408,191545.0,4.0,1N7Aep1OewK9diaN9WbuuR
EXES,Like You,5dlad2sueP0bMjimGflomO,0.63,0.467,-9.939,0.0526,0.0719,5.13e-05,0.11,0.212,129.884,208615.0,6.0,5dlad2sueP0bMjimGflomO
Jamie Foxx,You Changed Me (feat. Chris Brown),4G9Z4FZyAGHxveWj3sTNLx,0.7,0.653,-6.601,0.255,0.14,0.0,0.259,0.488,137.96,242960.0,0.0,4G9Z4FZyAGHxveWj3sTNLx
High School Musical Cast,Just Wanna Be With You,3SMxd9vNy41n9Xk4UFw36S,0.547,0.723,-4.804,0.0323,0.312,0.0,0.112,0.377,102.003,156187.0,6.0,3SMxd9vNy41n9Xk4UFw36S
Nicky Jam,With You Tonight (Hasta El Amanecer),2GICtNjlmq5w1XIQ9s0D9y,0.781,0.588,-5.348,0.0386,0.317,0.0,0.0983,0.564,93.979,208973.0,0.0,2GICtNjlmq5w1XIQ9s0D9y
Michael Ray,Kiss You in the Morning,6TwhBJgvrPrdNe57lYVV55,0.557,0.909,-3.405,0.0423,0.00769,0.0,0.317,0.857,152.13,181400.0,4.0,6TwhBJgvrPrdNe57lYVV55
Finn Pearce,Are You Down Down Down,55T3ueugeM7wmISqjxZCwU,0.804,0.33,-16.037,0.478,0.236,0.000451,0.0959,0.274,84.964,197085.0,0.0,55T3ueugeM7wmISqjxZCwU
EDEN,Circles,6REPF37KwcWMqyk6XCuB7p,0.261,0.524,-6.697,0.0437,0.612,2.11e-06,0.0923,0.119,58.883,274668.0,1.0,6REPF37KwcWMqyk6XCuB7p
Beegie Adair,Can't Help Loving,4zRweMHazlqCTUe6GvviYf,0.533,0.148,-18.275,0.0329,0.924,0.932,0.112,0.108,63.637,221733.0,7.0,4zRweMHazlqCTUe6GvviYf
Cobi,Don't You Cry For Me - Acoustic,2okaCGJegLC7oK8z7OXutm,0.554,0.282,-8.419,0.0355,0.877,0.0,0.112,0.323,120.048,275564.0,1.0,2okaCGJegLC7oK8z7OXutm
Marmozets,Captivate You,7msUsozEfRrk9ZDvk1ncgR,0.401,0.904,-5.297,0.098,0.000385,1.63e-06,0.0643,0.251,153.422,240667.0,2.0,7msUsozEfRrk9ZDvk1ncgR
DEAN,어때,4NqiiK63rKwYTwHpPhmC61,0.664,0.557,-7.737,0.0493,0.181,0.00294,0.267,0.429,94.061,133287.0,6.0,4NqiiK63rKwYTwHpPhmC61
BTS,Lost,2APSxNLHZxX2yUNbFeIZ1e,0.547,0.84,-4.156,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787.0,6.0,2APSxNLHZxX2yUNbFeIZ1e
Passion,"Lord, I Need You - Live",0xGXCPSjxkHxElgi7kC5SZ,0.181,0.432,-8.922,0.0387,0.545,0.0,0.965,0.159,68.326,274814.0,3.0,0xGXCPSjxkHxElgi7kC5SZ
Lost Frequencies,Are You with Me - Dash Berlin Radio Edit,76mq5AP9bbYFEqd7SwO1Wk,0.535,0.758,-3.057,0.0547,0.225,0.0,0.187,0.636,128.054,168095.0,4.0,76mq5AP9bbYFEqd7SwO1Wk
BTS,BTS Cypher 4,54oSFcxXzBXK2uj5Fq3Dyb,0.817,0.797,-4.395,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463.0,6.0,54oSFcxXzBXK2uj5Fq3Dyb
Dan + Shay,Show You Off,4w9LtJn74XQhsHD1zAHnzY,0.543,0.851,-4.197,0.0381,0.207,0.0,0.0655,0.779,166.054,183280.0,4.0,4w9LtJn74XQhsHD1zAHnzY
Wahlstedt,You & Me,6cui4tNWQlw7ydqyrk89pc,0.651,0.798,-4.401,0.0278,0.00566,0.0106,0.121,0.291,128.043,176250.0,6.0,6cui4tNWQlw7ydqyrk89pc
Tory Lanez,Loners Blvd,0wBXjRwdaDMHCkAT28rxYn,0.619,0.494,-10.488,0.0777,0.615,0.0,0.325,0.539,117.594,324227.0,1.0,0wBXjRwdaDMHCkAT28rxYn
Lil' Kim,Crush on You,1bb6bROP3OXMHcPw84MtmN,0.827,0.635,-6.77,0.251,0.278,0.000119,0.109,0.766,88.87,275640.0,0.0,1bb6bROP3OXMHcPw84MtmN
BTS,21st Century Girl,2aftGvsQc1VO4MP4pudy7Z,0.716,0.906,-3.539,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597.0,4.0,2aftGvsQc1VO4MP4pudy7Z
Not Your Dope,What You Do To Me,0M0tIIFxVxLu0VUDzFiCxe,0.599,0.941,-4.077,0.0505,0.0222,0.0155,0.0605,0.184,90.025,218681.0,6.0,0M0tIIFxVxLu0VUDzFiCxe
Three Days Grace,The Real You,54C4TfHY00UYEnhMaYgfqZ,0.443,0.552,-6.838,0.0347,0.317,0.000112,0.266,0.265,168.124,235573.0,2.0,54C4TfHY00UYEnhMaYgfqZ
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),0xDxS2g775ttrfrwDQl9f8,0.673,0.607,-8.855,0.219,0.019,0.0,0.0708,0.526,86.055,252360.0,0.0,0xDxS2g775ttrfrwDQl9f8
Bee Gees,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",2xiOdusRnZezQok1RgLNeS,0.681,0.716,-10.911,0.0333,0.0182,0.17,0.337,0.963,123.009,256493.0,4.0,2xiOdusRnZezQok1RgLNeS
Angeline Quinto,Till I Met You,0JzwzRDkwZr8s1WRfNgUqA,0.452,0.476,-8.042,0.0338,0.689,2.27e-06,0.361,0.172,139.833,240065.0,1.0,0JzwzRDkwZr8s1WRfNgUqA
The Cars,You Might Think,7BvuV4c1BGhaRapcXvRu5z,0.71,0.774,-9.335,0.0333,0.141,0.0136,0.0348,0.966,133.924,185026.0,4.0,7BvuV4c1BGhaRapcXvRu5z
Justin Moore,Point At You,5LSJS0HDpqsPzinG8LygXP,0.627,0.786,-6.382,0.0388,0.00732,4.45e-06,0.163,0.899,116.019,180560.0,4.0,5LSJS0HDpqsPzinG8LygXP
Brett Young,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,224853.0,2.0,10M2Ex445zw585Ducldzkw
Lyn,With You,3VzgQ4i6s4ryHXf3kOHKLy,0.367,0.519,-5.387,0.0355,0.842,1.68e-05,0.0997,0.389,136.722,254839.0,1.0,3VzgQ4i6s4ryHXf3kOHKLy
Yo Trane,High off You,1Q7mhUVsCAWvzJkndM3wpm,0.631,0.319,-13.056,0.315,0.472,0.0,0.303,0.345,80.048,179293.0,0.0,1Q7mhUVsCAWvzJkndM3wpm
112,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,6zOg9gP62RJSsKFeOBAgvH,0.764,0.525,-5.969,0.048,0.0296,0.0,0.0993,0.787,95.813,289413.0,0.0,6zOg9gP62RJSsKFeOBAgvH
Next Of Kin,Something About You,6KesJOYVOCxJxF7E0nYUjt,0.703,0.657,-7.2,0.0389,0.178,0.0,0.679,0.904,139.969,186476.0,3.0,6KesJOYVOCxJxF7E0nYUjt
The 1975,She Lays Down,7Esd9ROfkgPgBtWN72U5P5,0.454,0.124,-22.001,0.0444,0.784,0.00091,0.0899,0.487,110.766,238733.0,7.0,7Esd9ROfkgPgBtWN72U5P5
Bing Crosby,Do You Hear What I Hear? - Remastered 2006,5aDoUmxBsbdpS16alksb5Z,0.566,0.246,-15.499,0.0276,0.813,1.48e-06,0.195,0.412,101.529,165667.0,1.0,5aDoUmxBsbdpS16alksb5Z
Colony House,You & I,5WYy2vLEJO1y7c49xxW1Bi,0.474,0.846,-5.447,0.0727,0.00274,4.99e-06,0.292,0.487,98.931,206893.0,6.0,5WYy2vLEJO1y7c49xxW1Bi
MadeinTYO,Gwinnett,75Rqgo4qZaWsoKRlvblABZ,0.857,0.479,-7.392,0.206,0.141,0.0,0.127,0.0396,139.953,193773.0,0.0,75Rqgo4qZaWsoKRlvblABZ
The Orwells,Who Needs You,2x4F1O1fGO6yj860N2Or0N,0.3,0.88,-4.573,0.0465,1.37e-05,0.0273,0.0746,0.563,207.92,199147.0,2.0,2x4F1O1fGO6yj860N2Or0N
Unlike Pluto,Waiting for You (feat. Joanna Jones),3IuPHUeLhSfuzSQ4AZTAIM,0.741,0.721,-5.512,0.0362,0.00198,0.0491,0.0821,0.319,122.019,223279.0,6.0,3IuPHUeLhSfuzSQ4AZTAIM
Lady A,American Honey,4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,-5.154,0.0288,0.508,0.0,0.141,0.121,85.997,224867.0,6.0,4xInIiKipU1mtUogJ3ZdYr
Ed Sheeran,You (feat. Wiley),6dSgNLxLDgTaPQlB15yOOK,0.799,0.532,-9.472,0.0707,0.386,0.00017,0.0978,0.189,100.032,201587.0,1.0,6dSgNLxLDgTaPQlB15yOOK
josh pan,Do You Believe in Soulmates,0ZUt3D1toBg1ZJZkPvgEk3,0.718,0.33,-13.857,0.326,0.43,0.692,0.102,0.542,90.632,129529.0,0.0,0ZUt3D1toBg1ZJZkPvgEk3
Meghan Trainor,Dance Like Yo Daddy,1gBU2sM7nEhp6HZjWHqOg9,0.708,0.842,-4.558,0.077,0.053,0.0,0.331,0.923,140.017,183240.0,4.0,1gBU2sM7nEhp6HZjWHqOg9
Jay Park,Drive (feat. Gray),0k6ItoyE50QuW50nGYLO2v,0.651,0.749,-3.707,0.0412,0.188,0.0,0.0723,0.93,150.019,212334.0,4.0,0k6ItoyE50QuW50nGYLO2v
Lucas Coly,Stick With You,5LN7nWlZCbZTBnskfFKY9z,0.805,0.608,-8.632,0.3,0.431,0.0,0.181,0.73,95.262,161496.0,0.0,5LN7nWlZCbZTBnskfFKY9z
A Tribe Called Quest,Enough!!,1WvGWCDuj0dfRpuBuYecXp,0.676,0.57,-7.23,0.0652,0.251,0.000663,0.295,0.236,77.381,200693.0,6.0,1WvGWCDuj0dfRpuBuYecXp
Watsky,Whoa Whoa Whoa,3UYhSPI2lVFfbnC6usruPj,0.735,0.873,-7.372,0.244,0.16,4.85e-05,0.25,0.38,149.888,187547.0,0.0,3UYhSPI2lVFfbnC6usruPj
,,6ppQV7oq5k1utPnzmcVgfz,0.556,0.0134,-24.244,0.0859,0.995,0.947,0.0706,0.246,119.535,187237.0,7.0,6ppQV7oq5k1utPnzmcVgfz
Wes Mack,The Way You Let Me Down,3DKGbuIRZmZmZzYas2UJqC,0.577,0.906,-5.01,0.0446,0.0364,0.0,0.11,0.841,90.071,197853.0,4.0,3DKGbuIRZmZmZzYas2UJqC
DJ Khaled,"You Mine (feat. Trey Songz, Jeremih & Future)",4UguPZeYZUXSlT4fEhqI5B,0.516,0.906,-3.148,0.302,0.417,0.0,0.153,0.392,135.751,240027.0,2.0,4UguPZeYZUXSlT4fEhqI5B
Dua Lipa,Thinking 'Bout You,4Wmjt3ICd1G0geHb2Loho1,0.802,0.481,-5.132,0.043,0.0856,0.0,0.152,0.468,90.973,171947.0,6.0,4Wmjt3ICd1G0geHb2Loho1
Babyface,When Can I See You,2zItQNJrVrTioXTXWiI2ed,0.754,0.472,-11.787,0.0807,0.257,2.09e-05,0.121,0.613,169.199,229600.0,4.0,2zItQNJrVrTioXTXWiI2ed
BTS,Stigma,0FWtxjLhmTSDsJNPSfFreC,0.583,0.475,-5.556,0.0846,0.148,0.0,0.139,0.332,136.034,216063.0,6.0,0FWtxjLhmTSDsJNPSfFreC
Bebe Rexha,I Can't Stop Drinking About You - Chainsmokers Remix,56T1QA7202iW7fZes2PTUe,0.637,0.664,-7.335,0.0388,0.0451,8.57e-06,0.0976,0.361,128.009,263960.0,6.0,56T1QA7202iW7fZes2PTUe
The Platters,Only You (And You Alone),0S5cs4lAkx99tGjoWS4Jtk,0.486,0.231,-12.06,0.0354,0.936,0.0,0.125,0.303,80.049,156667.0,1.0,0S5cs4lAkx99tGjoWS4Jtk
Hannah Montana,I Wanna Know You,7FEwZ6YpzrzB3tYr9jtfL7,0.674,0.731,-4.907,0.029,0.125,0.0,0.35,0.808,84.019,167080.0,4.0,7FEwZ6YpzrzB3tYr9jtfL7
Justin Bieber,Take You - Acoustic Version,4y4ePsUXKmj4xlf6OdOiyP,0.57,0.341,-9.844,0.0345,0.788,0.0,0.17,0.715,125.465,179373.0,1.0,4y4ePsUXKmj4xlf6OdOiyP
Jonas Brothers,When You Look Me In The Eyes,0Gswa0GRb6Y50TYKj8ZnPv,0.393,0.773,-3.708,0.0343,0.0245,0.0,0.29,0.489,135.874,249693.0,2.0,0Gswa0GRb6Y50TYKj8ZnPv
Lost Frequencies,Are You with Me - Dimaro Radio Edit,6p1ZVH2aC0f3SK4RrRxSG9,0.643,0.891,-3.908,0.0925,0.0049,0.00165,0.308,0.316,128.047,214096.0,6.0,6p1ZVH2aC0f3SK4RrRxSG9
Foster The People,Are You What You Want to Be?,3CVPyuuD6HxWXgPbbGqbg6,0.599,0.816,-5.002,0.0514,0.00702,2.8e-06,0.508,0.595,126.02,270840.0,3.0,3CVPyuuD6HxWXgPbbGqbg6
Of Mice & Men,Would You Still Be There,0m5PQFyWWwclSA0T813jnU,0.514,0.917,-3.612,0.0506,5.86e-05,7.04e-05,0.309,0.48,96.026,192507.0,6.0,0m5PQFyWWwclSA0T813jnU
N(VIXX),Without You,2Ysz9dAuKqu1lpsz7VUBJ0,0.526,0.346,-7.292,0.0299,0.749,0.0,0.117,0.165,127.936,273200.0,1.0,2Ysz9dAuKqu1lpsz7VUBJ0
Jay Park,All I Wanna Do,47n6zyO3Uf9axGAPIY0ZOd,0.594,0.667,-6.867,0.267,0.249,0.0,0.0735,0.509,96.146,209393.0,0.0,47n6zyO3Uf9axGAPIY0ZOd
Jewel,Foolish Games,6Ee5Y6kCdlZfoFhyR8xPVt,0.298,0.0735,-16.472,0.0378,0.944,0.000401,0.0976,0.174,131.045,340667.0,1.0,6Ee5Y6kCdlZfoFhyR8xPVt
Aretha Franklin,You Send Me,4VijLEUxHEzbWKYL5u9wuN,0.512,0.303,-13.547,0.0374,0.57,0.0,0.0803,0.629,102.908,149627.0,1.0,4VijLEUxHEzbWKYL5u9wuN
Fame on Fire,Shape of You,54SMw8TnDcuieolVRXBmni,0.53,0.92,-2.912,0.0734,0.0255,0.0,0.168,0.738,191.977,236250.0,4.0,54SMw8TnDcuieolVRXBmni
City and Colour,Mizzy C,4xpYZjnrclR27wx62HhQDN,0.455,0.69,-4.548,0.0309,0.00919,1.06e-06,0.11,0.62,80.24,239627.0,6.0,4xpYZjnrclR27wx62HhQDN
Anarbor,You And I,3FHxztMm05aMkRvfozbapQ,0.616,0.871,-4.128,0.049,0.00141,0.0,0.426,0.68,119.966,177760.0,4.0,3FHxztMm05aMkRvfozbapQ
Us The Duo,Make You Mine,1ZWFt1f25IDDHsyx2rlcSV,0.596,0.576,-6.346,0.0317,0.0578,4.82e-06,0.111,0.47,142.875,216240.0,6.0,1ZWFt1f25IDDHsyx2rlcSV
A$AP Ferg,Let You Go,2r9ShGMVZNZ4yzIkku3Awk,0.738,0.769,-5.504,0.194,0.549,3.84e-06,0.169,0.599,98.942,196000.0,0.0,2r9ShGMVZNZ4yzIkku3Awk
Xuitcasecity,Bout You,7FLpQpojm0CoaHiq1Uzu1d,0.744,0.874,-4.457,0.0834,0.503,0.0,0.379,0.666,112.496,187560.0,4.0,7FLpQpojm0CoaHiq1Uzu1d
Joe Jonas,"Gotta Find You - From ""Camp Rock""/Soundtrack Version",2oOCYaGkOpOB5HPo15cEGl,0.326,0.743,-5.139,0.0352,0.0491,0.0,0.0874,0.459,80.475,241867.0,6.0,2oOCYaGkOpOB5HPo15cEGl
Cheap Trick,"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",6TBJCwgdhwkzjpSjdqJUHC,0.338,0.873,-8.829,0.0443,0.013,0.00311,0.938,0.432,206.664,225093.0,3.0,6TBJCwgdhwkzjpSjdqJUHC
Twista,Next To You,2mC4jCjqSp4uHwYkDeOzXf,0.744,0.796,-6.206,0.231,0.0307,0.0,0.139,0.525,139.066,211413.0,0.0,2mC4jCjqSp4uHwYkDeOzXf
Litche,Will You,0hPwjj0Wzucl83IiRip8cg,0.631,0.584,-7.958,0.07,0.318,0.132,0.451,0.296,76.006,203630.0,6.0,0hPwjj0Wzucl83IiRip8cg
Nick Hakim,Bet She Looks Like You,6Pns3TXQ7XZzf3AkNXPa4F,0.57,0.747,-3.399,0.0313,0.0942,0.554,0.337,0.38,84.976,225360.0,6.0,6Pns3TXQ7XZzf3AkNXPa4F
Sango,The Motive Used to Be the Melody,4jRoaAf22vlDYU5Fv3f4ns,0.439,0.244,-12.201,0.167,0.273,0.215,0.133,0.26,86.752,385920.0,1.0,4jRoaAf22vlDYU5Fv3f4ns
Zac Brown Band,Keep Me in Mind,7zNM46fo01dCBidY4yGNTZ,0.684,0.715,-6.132,0.0336,0.159,0.0,0.181,0.563,96.018,214107.0,6.0,7zNM46fo01dCBidY4yGNTZ
One Direction,Everything About You,3RzzWiAzZlNkb5WLEaq19t,0.639,0.813,-3.579,0.0361,0.0128,0.0,0.11,0.79,130.051,215800.0,4.0,3RzzWiAzZlNkb5WLEaq19t
Luke Bryan,Are You Leaving With Him,7z6s46Ty2Gx4KFV6qeldC6,0.509,0.853,-4.737,0.0577,0.0186,0.0,0.0812,0.637,157.833,203973.0,4.0,7z6s46Ty2Gx4KFV6qeldC6
Kehlani,Wanted,3kJudfRjZMItdFYVCCaSi6,0.511,0.801,-3.588,0.267,0.251,0.0,0.288,0.384,135.394,130588.0,2.0,3kJudfRjZMItdFYVCCaSi6
Meek Mill,You Know (feat. YFN Lucci),3eZIjBCGy6F62Nn3kYfxGT,0.411,0.473,-7.083,0.0649,0.112,0.0,0.201,0.0376,173.98,264828.0,2.0,3eZIjBCGy6F62Nn3kYfxGT
Band of Horses,Casual Party,7sMcFdVYcwucGVtoV7r9lZ,0.472,0.808,-4.751,0.0358,8.88e-05,3.17e-05,0.321,0.495,130.063,233573.0,6.0,7sMcFdVYcwucGVtoV7r9lZ
Joyzu,Hear You Say,57VmAb7olWwCZNQZFclE1d,0.661,0.897,-5.404,0.0752,0.0448,0.0661,0.667,0.625,159.979,193527.0,3.0,57VmAb7olWwCZNQZFclE1d
BTS,MAMA,5LBQ2pvYjcKrW0M9uYqutK,0.544,0.739,-4.818,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275.0,2.0,5LBQ2pvYjcKrW0M9uYqutK
City and Colour,Killing Time,4aSOhkpNKBrTMeXROVxVsl,0.447,0.466,-8.06,0.0396,0.0511,0.000228,0.284,0.278,175.38,261507.0,2.0,4aSOhkpNKBrTMeXROVxVsl
Donny Hathaway,A Song for You,57IHG8x8BiqKHanYQk92ji,0.332,0.22,-13.157,0.036,0.821,0.000205,0.245,0.0719,100.196,325947.0,1.0,57IHG8x8BiqKHanYQk92ji
David Correy,You Remind Me,0NITT6P5djUfbQMQ4TOVxu,0.673,0.552,-7.948,0.117,0.532,0.0,0.078,0.652,92.044,178025.0,0.0,0NITT6P5djUfbQMQ4TOVxu
Colbie Caillat,I Never Told You,2rJWnAqSuLMls0KOv416Io,0.506,0.639,-5.222,0.0285,0.171,0.0,0.315,0.385,144.073,233200.0,2.0,2rJWnAqSuLMls0KOv416Io
Matthew Perryman Jones,Only You,1BIDFr83uMEAzgAaWcrnVN,0.486,0.173,-13.739,0.0277,0.872,0.000368,0.0867,0.101,82.777,248512.0,1.0,1BIDFr83uMEAzgAaWcrnVN
BTS,Am I Wrong,3ETson0Gaf3mviDobkVhr7,0.761,0.834,-4.992,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082.0,4.0,3ETson0Gaf3mviDobkVhr7
MIA GLADSTONE,Close to You,5b3ggbYVTjvDDBzWZXOx90,0.535,0.532,-5.399,0.175,0.118,1.52e-05,0.302,0.662,169.72,226198.0,2.0,5b3ggbYVTjvDDBzWZXOx90
Meghan Trainor,Woman Up,1BHfxwjNbzbQFphMCpxiRq,0.76,0.751,-4.325,0.0503,0.00856,0.000345,0.317,0.272,104.948,208693.0,6.0,1BHfxwjNbzbQFphMCpxiRq
Kelvin Jones,As You Wake Up - Acoustic,6TIeCpKS7KKHlcyyWYydph,0.341,0.459,-6.481,0.0393,0.596,0.0,0.104,0.478,173.92,200427.0,2.0,6TIeCpKS7KKHlcyyWYydph
Britney Spears,(You Drive Me) Crazy - The Stop Remix!,6MPn82FDfOB2frXG2T4lR3,0.684,0.963,-2.397,0.0459,0.092,6.27e-05,0.352,0.781,101.078,196667.0,4.0,6MPn82FDfOB2frXG2T4lR3
Kim Jong Wan of NELL,You&I,6nqXh3vnt1mMRYVIK6SL0L,0.637,0.568,-5.488,0.0261,0.402,0.00122,0.159,0.196,129.954,215853.0,6.0,6nqXh3vnt1mMRYVIK6SL0L
Justin Bieber,Never Let You Go,01BlGnXpLuC0BjgUxVYZFb,0.66,0.811,-4.852,0.0357,0.00141,1.17e-06,0.251,0.675,103.191,264400.0,6.0,01BlGnXpLuC0BjgUxVYZFb
Mura Masa,Miss You,72BoqrR8GoPacbRly7gaZo,0.821,0.406,-9.465,0.212,0.812,0.162,0.107,0.459,176.077,245455.0,0.0,72BoqrR8GoPacbRly7gaZo
Alee,Are You Alone,49DXIaMoBPXXSfJnSkAeEh,0.41,0.723,-5.448,0.0399,0.122,0.0,0.0802,0.19,162.157,224813.0,2.0,49DXIaMoBPXXSfJnSkAeEh
Gangsigns,Crushed,5KhEkClcDVQbIVXqQ3LsVJ,0.504,0.947,-3.356,0.121,0.307,0.000238,0.539,0.745,133.838,196500.0,3.0,5KhEkClcDVQbIVXqQ3LsVJ
La+ch,You Are My Summer,43nZ7RNCTNhbDAVDcsYtBj,0.659,0.562,-9.2,0.0623,0.0116,0.866,0.111,0.374,128.004,256016.0,5.0,43nZ7RNCTNhbDAVDcsYtBj
Dirty South,With You (Jai Wolf Remix),5H2cgEPEJxA72Bqb4cLvrj,0.587,0.881,-1.316,0.0397,0.0114,0.00146,0.326,0.221,94.984,328421.0,6.0,5H2cgEPEJxA72Bqb4cLvrj
Candlebox,You,19gXFTxlnKQf0xjk5d6Y45,0.329,0.861,-5.855,0.147,0.00789,2.88e-06,0.0844,0.599,195.303,297173.0,2.0,19gXFTxlnKQf0xjk5d6Y45
Koni,Mad About You,1XkBCX3LY9HRTkRBylEouL,0.664,0.798,-5.443,0.0401,0.0598,1.82e-06,0.58,0.533,100.973,237232.0,3.0,1XkBCX3LY9HRTkRBylEouL
Sync,You,5UgLKWEB6rwsXHiJLLuELy,0.716,0.0399,-17.75,0.076,0.829,0.483,0.281,0.269,115.023,70298.0,7.0,5UgLKWEB6rwsXHiJLLuELy
Victoria Monét,Do You Like It,1pETXdNqwtgic1p4SumvRD,0.503,0.614,-9.273,0.24,0.0741,0.0,0.11,0.36,102.975,219128.0,0.0,1pETXdNqwtgic1p4SumvRD
Bosx1ne,Need You,5hCJIUsAqjKFlvKrvCcUIb,0.637,0.596,-6.864,0.127,0.484,0.0,0.102,0.291,74.635,354072.0,6.0,5hCJIUsAqjKFlvKrvCcUIb
Collie Buddz,Blind to You,1K4GmEkkeNhtPFbuKoVbqF,0.624,0.873,-4.355,0.407,0.0291,0.0,0.0371,0.718,155.624,227733.0,0.0,1K4GmEkkeNhtPFbuKoVbqF
All That Remains,What If I Was Nothing,28urem2KpSOkljclEk8X8G,0.436,0.772,-5.81,0.0377,0.00556,0.0,0.104,0.229,144.015,277347.0,2.0,28urem2KpSOkljclEk8X8G
Belly,The Day I Met You,5tJbInb2U6H6BOuRc2LpOT,0.872,0.458,-9.653,0.148,0.508,1.94e-05,0.108,0.369,102.987,207387.0,0.0,5tJbInb2U6H6BOuRc2LpOT
2Pac,How Do You Want It,1eduDdsjMO7Or4EXnMf2iS,0.763,0.84,-3.704,0.0929,0.0346,0.0,0.0601,0.748,92.477,287547.0,0.0,1eduDdsjMO7Or4EXnMf2iS
Hamilton Leithauser + Rostam,A 1000 Times,0s2daWQFrTz6UYhPQqHTYx,0.484,0.824,-4.213,0.0968,0.638,0.0,0.251,0.685,183.913,248360.0,2.0,0s2daWQFrTz6UYhPQqHTYx
Meghan Trainor,Watch Me Do,0lzTfUVk6t0dkxb7j4t0Jt,0.85,0.686,-2.674,0.0507,0.00199,0.00648,0.084,0.654,112.028,169773.0,0.0,0lzTfUVk6t0dkxb7j4t0Jt
MadeinTYO,Bool'n,7grblcR3PifKwvC3Vviexu,0.795,0.721,-5.268,0.0693,0.115,5e-05,0.0572,0.464,140.016,208053.0,4.0,7grblcR3PifKwvC3Vviexu
Manwolves,You,6F7CjVIrwk7PddQUsoPmoo,0.552,0.433,-6.805,0.052,0.288,0.0,0.0859,0.241,142.563,323787.0,2.0,6F7CjVIrwk7PddQUsoPmoo
BAYNK,What You Need - Mielo Remix,5A8J1XxOcklaPNLjSx6AUc,0.58,0.692,-4.677,0.0453,0.565,0.00128,0.363,0.241,114.978,219130.0,6.0,5A8J1XxOcklaPNLjSx6AUc
Future Islands,A Dream of You and Me,75dPA4e9zmNGZCMnTxHj6P,0.691,0.937,-4.123,0.0391,0.432,0.0546,0.102,0.824,136.995,239307.0,4.0,75dPA4e9zmNGZCMnTxHj6P
Avril Lavigne,Give You What You Like,5nugxvd978uqqJOa7d4E0T,0.619,0.524,-7.172,0.0268,0.397,0.0,0.109,0.378,78.986,225267.0,6.0,5nugxvd978uqqJOa7d4E0T
Kehlani,Unconditional,5h4Uqkh9RpRZwm5ADLh5uj,0.478,0.64,-5.417,0.0417,0.201,0.0,0.0849,0.319,100.099,156457.0,6.0,5h4Uqkh9RpRZwm5ADLh5uj
Nickelback,Follow You Home,7KwQGYBlswWuTRFoxqkxVq,0.564,0.939,-3.715,0.0531,1.14e-05,0.119,0.0567,0.641,140.133,260427.0,4.0,7KwQGYBlswWuTRFoxqkxVq
